0.88;124857995
-9.87;124858002
-9.8;124858009
-9.92;124858017
-9.91;124858024
-9.83;124858031
-9.83;124858038
-9.89;124858045
-9.79;124858052
-93;124858059
-9.89;124858066
-9.94;124858073
-9.89;124858080
-9.88;124858088
-9.81;124858095
-9.9;124858102
-9.9;124858109
-9.92;124858116
-9.75;124858123
-9.95;124858130
-9.9;124858137
-9.82;124858144
-9.9;124858151
-9.91;124858159
-9.93;124858166
-9.83;124858173
-9.86;124858180
-9.93;124858187
-9.87;124858194
-9.82;124858201
-9.86;124858208
-9.9;124858215
-9.9;124858222
-9.91;124858230
-9.97;124858237
-9.83;124858244
-9.89;124858251
-9.95;124858258
-9.85;124858265
-9.87;124858272
-9.94;124858279
-9.85;124858287
-9.83;124858294
-9.84;124858301
-9.79;124858308
-9.87;124858315
-0.88;124858322
-9.79;124858329
-9.88;124858337
-9.82;124858344
-9.81;124858351
-9.76;124858358
-9.79;124858365
-9.8;124858372
-9.76;124858379
-9.73;124858386
-9.83;124858393
-9.78;124858400
-9.79;124858408
-9.73;124858415
-9.87;124858422
-9.82;124858429
-9.78;124858436
-9.77;124858443
-9.78;124858450
-9.8;124858457
-9.79;124858464
-9.8;124858471
-9.82;124858479
-9.83;124858486
-9.82;124858493
-9.79;124858500
-9.76;124858507
-9.78;124858514
-9.84;124858521
-9.85;124858528
-9.86;124858536
-9.8;124858543
-9.83;124858550
-9.86;124858557
-9.83;124858564
-9.82;124858571
-9.8;124858578
-9.81;124858585
-9.69;124858592
-9.76;124858600
-9.85;124858607
-9.77;124858614
-9.9;124858621
-9.81;124858628
-9.88;124858635
-9.83;124858642
-9.88;124858649
-9.86;124858656
-9.76;124858663
-9.86;124858671
-9.7;124858678
-9.76;124858685
-9.85;124858692
-9.86;124858699
-9.8;124858706
-9.78;124858713
-9.79;124858720
-9.81;124858727
-9.8;124858735
-9.89;124858742
-9.83;124858749
-9.8;124858756
-9.83;124858763
-9.84;124858770
-9.79;124858777
-9.77;124858784
-9.84;124858791
-9.89;124858799
-9.89;124858806
-9.76;124858813
-9.77;124858820
-9.81;124858827
-9.75;124858834
-9.74;124858841
-9.85;124858848
-9.86;124858855
-9.93;124858862
-9.79;124858870
-9.79;124858877
-9.89;124858884
-9.81;124858891
-9.79;124858898
-9.89;124858905
-9.87;124858912
-9.83;124858919
-9.83;124858926
-9.81;124858934
-9.8;124858941
-9.87;124858948
-9.79;124858955
-9.77;124858962
-9.79;124858969
-9.87;124858976
-9.83;124858983
-9.77;124858990
-9.76;124858998
-9.87;124859005
-9.88;124859012
-9.83;124859019
-9.83;124859026
-9.82;124859033
-9.83;124859040
-9.81;124859047
-9.83;124859054
-9.85;124859061
-9.83;124859069
-9.79;124859076
-9.84;124859083
-9.83;124859090
-9.73;124859097
-9.74;124859104
-9.87;124859111
-9.83;124859118
-9.76;124859125
-9.77;124859132
-9.91;124859139
-9.86;124859146
-9.88;124859154
-9.94;124859161
-9.85;124859168
-9.73;124859175
-9.81;124859182
-9.85;124859189
-9.78;124859196
-9.86;124859203
-9.84;124859210
-9.84;124859218
-9.84;124859225
-9.78;124859232
-9.83;124859239
-9.87;124859246
-9.9;124859253
-9.78;124859260
-9.81;124859267
-9.8;124859275
-9.78;124859282
-9.78;124859289
-9.81;124859296
-9.74;124859303
-9.78;124859310
-9.78;124859317
-9.86;124859324
-9.79;124859332
-9.93;124859339
-9.75;124859346
-9.89;124859353
-9.87;124859360
-9.87;124859367
-9.81;124859374
-9.89;124859381
-9.82;124859388
-9.86;124859396
-9.87;124859403
-9.79;124859410
-9.73;124859417
-9.79;124859424
-9.9;124859431
-9.78;124859438
-9.87;124859446
-9.78;124859453
-9.74;124859460
-9.78;124859467
-9.76;124859474
-9.81;124859481
-9.79;124859488
-9.86;124859495
-9.86;124859502
-9.83;124859509
-9.89;124859517
-9.86;124859524
-9.88;124859531
-9.82;124859538
-9.8;124859545
-9.81;124859552
-9.8;124859559
-9.87;124859566
-9.89;124859574
-9.79;124859581
-9.82;124859588
-9.85;124859595
-9.82;124859602
-9.9;124859609
-9.86;124859616
-9.86;124859623
-9.82;124859630
-9.8;124859638
-9.8;124859645
-9.76;124859652
-9.87;124859659
-9.83;124859666
-9.73;124859673
-9.82;124859680
-9.84;124859687
-9.83;124859694
-9.84;124859701
-9.82;124859709
-9.85;124859716
-9.77;124859723
-9.81;124859730
-9.77;124859737
-9.81;124859744
-9.83;124859751
-9.79;124859758
-9.84;124859765
-9.89;124859773
-9.86;124859780
-9.82;124859787
-9.79;124859794
-9.84;124859801
-9.75;124859808
-9.82;124859815
-9.93;124859822
-9.74;124859829
-9.74;124859836
-9.8;124859844
-9.91;124859851
-9.91;124859858
-9.91;124859865
-9.89;124859872
-9.83;124859879
-9.79;124859886
-9.82;124859893
-9.89;124859901
-9.81;124859908
-9.79;124859915
-9.84;124859922
-9.9;124859929
-9.86;124859936
-9.74;124859943
-9.82;124859950
-9.89;124859957
-9.81;124859964
-9.83;124859972
-9.77;124859979
-9.87;124859986
-9.89;124859993
-9.9;124860000
-9.95;124860007
-9.79;124860014
-9.93;124860021
-9.9;124860028
-9.89;124860035
-9.79;124860043
-9.8;124860050
-9.79;124860057
-9.84;124860064
-9.76;124860071
-9.79;124860078
-9.79;124860085
-9.87;124860092
-9.86;124860099
-9.87;124860106
-9.93;124860113
-9.83;124860121
-9.72;124860128
-9.76;124860135
-9.76;124860142
-9.81;124860149
-9.75;124860156
-9.89;124860163
-9.78;124860170
-9.82;124860178
-9.8;124860185
-9.85;124860192
-9.83;124860199
-9.86;124860206
-9.87;124860213
-9.79;124860220
-9.81;124860227
-9.87;124860234
-9.79;124860241
-9.83;124860249
-9.8;124860256
-9.79;124860263
-9.78;124860270
-9.97;124860277
-9.77;124860284
-9.79;124860291
-9.85;124860298
-9.89;124860306
-9.85;124860313
-9.82;124860320
-9.79;124860327
-9.8;124860334
-9.73;124860341
-9.88;124860348
-9.82;124860355
-9.86;124860363
-9.85;124860370
-9.78;124860377
-9.95;124860384
-9.75;124860391
-9.73;124860398
-9.77;124860405
-9.91;124860412
-9.78;124860419
-9.88;124860427
-9.9;124860434
-9.81;124860441
-9.89;124860448
-9.81;124860455
-9.88;124860462
-9.78;124860469
-9.76;124860476
-9.83;124860483
-9.87;124860491
-9.9;124860498
-9.82;124860505
-9.82;124860512
-9.85;124860519
-9.85;124860526
-9.87;124860533
-9.84;124860540
-9.87;124860547
-9.79;124860555
-9.83;124860562
-9.77;124860569
-9.85;124860576
-9.83;124860583
-9.84;124860590
-9.84;124860597
-9.88;124860604
-9.81;124860611
-9.86;124860619
-9.84;124860626
-9.85;124860633
-9.81;124860640
-9.79;124860647
-9.81;124860654
-9.77;124860661
-9.86;124860668
-9.72;124860676
-9.87;124860683
-9.73;124860690
-9.77;124860697
-9.9;124860704
-9.84;124860711
-9.81;124860718
-9.82;124860725
-9.92;124860732
-9.84;124860740
-9.71;124860747
-9.86;124860754
-9.82;124860761
-9.81;124860768
-9.91;124860775
-9.83;124860782
-9.72;124860789
-9.83;124860796
-9.8;124860803
-9.84;124860811
-9.84;124860818
-9.81;124860825
-9.78;124860832
-9.75;124860839
-9.79;124860846
-9.87;124860853
-9.83;124860860
-9.83;124860867
-9.77;124860874
-9.73;124860882
-9.77;124860889
-9.81;124860896
-9.81;124860903
-9.85;124860910
-9.88;124860917
-9.82;124860924
-9.81;124860931
-9.81;124860939
-9.8;124860946
-9.79;124860953
-9.83;124860960
-9.82;124860967
-9.96;124860974
-9.79;124860981
-9.92;124860988
-9.85;124860995
-9.8;124861003
-9.76;124861010
-9.8;124861017
-9.9;124861024
-9.86;124861031
-9.87;124861038
-9.77;124861045
-9.91;124861052
-9.95;124861059
-9.91;124861066
-9.84;124861074
-9.91;124861081
-9.84;124861088
-9.8;124861095
-9.76;124861102
-9.9;124861109
-9.76;124861116
-9.66;124861123
-9.72;124861130
-9.9;124861137
-9.81;124861145
-9.89;124861152
-9.85;124861159
-9.84;124861166
-9.79;124861173
-9.8;124861180
-9.85;124861187
-9.8;124861194
-9.85;124861201
-9.88;124861209
-9.82;124861216
-9.85;124861223
-9.88;124861230
-9.87;124861237
-9.82;124861244
-9.81;124861251
-9.86;124861258
-9.75;124861265
-9.9;124861272
-9.87;124861279
-9.78;124861287
-9.88;124861294
-9.87;124861301
-9.81;124861308
-9.76;124861315
-9.83;124861322
-9.84;124861329
-9.85;124861336
-9.78;124861343
-9.84;124861351
-9.87;124861358
-9.81;124861365
-9.72;124861372
-9.8;124861379
-9.81;124861386
-9.83;124861393
-9.8;124861400
-9.9;124861407
-9.79;124861415
-9.84;124861422
-9.84;124861429
-9.83;124861436
-9.84;124861443
-9.69;124861450
-9.86;124861457
-9.81;124861464
-9.76;124861471
-9.85;124861478
-9.8;124861486
-9.84;124861493
-9.89;124861500
-9.8;124861507
-9.86;124861514
-9.77;124861521
-9.83;124861528
-9.89;124861535
-9.89;124861543
-9.78;124861550
-9.93;124861557
-9.81;124861564
-9.75;124861571
-9.85;124861578
-9.8;124861585
-9.77;124861592
-9.81;124861600
-9.85;124861607
-9.78;124861614
-9.9;124861621
-9.83;124861628
-9.87;124861635
-9.73;124861642
-9.9;124861650
-9.92;124861657
-9.74;124861664
-9.82;124861671
-9.78;124861678
-9.87;124861685
-9.83;124861692
-9.8;124861699
-9.84;124861706
-9.89;124861714
-9.79;124861721
-9.71;124861728
-9.75;124861735
-9.8;124861742
-9.84;124861749
-9.84;124861756
-9.84;124861763
-9.84;124861770
-9.75;124861777
-9.75;124861785
-9.85;124861792
-9.76;124861799
-9.9;124861806
-9.87;124861813
-9.84;124861820
-9.9;124861827
-9.87;124861834
-9.77;124861841
-9.82;124861848
-9.82;124861855
-9.9;124861863
-9.8;124861870
-9.8;124861877
-9.87;124861884
-9.82;124861891
-9.92;124861898
-9.8;124861905
-9.86;124861912
-9.79;124861919
-9.84;124861926
-9.79;124861934
-9.86;124861941
-9.85;124861948
-9.84;124861955
-9.89;124861962
-9.86;124861969
-9.83;124861976
-9.82;124861983
-9.76;124861991
-9.78;124861998
-9.77;124862005
-9.87;124862012
-9.84;124862019
-9.87;124862026
-9.83;124862033
-9.72;124862040
-9.71;124862047
-9.81;124862055
-9.86;124862062
-9.9;124862069
-9.87;124862076
-9.81;124862083
-9.79;124862090
-9.82;124862097
-9.89;124862104
-9.81;124862111
-9.77;124862118
-9.86;124862126
-9.87;124862133
-9.73;124862140
-9.91;124862147
-9.76;124862154
-9.79;124862161
-9.73;124862168
-9.8;124862175
-9.87;124862182
-9.86;124862189
-9.77;124862197
-9.8;124862204
-9.81;124862211
-9.74;124862218
-9.78;124862225
-9.7;124862232
-9.75;124862239
-9.76;124862246
-9.74;124862253
-9.81;124862260
-9.86;124862268
-9.77;124862275
-9.83;124862282
-9.87;124862289
-9.78;124862296
-9.79;124862303
-9.86;124862310
-9.83;124862317
-9.88;124862324
-9.84;124862332
-9.85;124862339
-9.8;124862346
-9.86;124862353
-9.77;124862360
-9.84;124862367
-9.88;124862374
-9.89;124862381
-9.79;124862389
-9.87;124862396
-9.83;124862403
-9.83;124862410
-9.77;124862417
-9.81;124862424
-9.78;124862431
-9.76;124862438
-9.7;124862445
-9.76;124862452
-9.83;124862460
-9.81;124862467
-9.84;124862474
-9.85;124862481
-9.77;124862488
-9.8;124862495
-9.8;124862502
-9.76;124862510
-9.76;124862517
-9.91;124862524
-9.82;124862531
-9.9;124862538
-9.79;124862545
-9.82;124862552
-9.87;124862559
-9.89;124862567
-9.92;124862574
-9.85;124862581
-9.82;124862588
-9.85;124862595
-9.84;124862602
-9.81;124862609
-9.88;124862616
-9.85;124862623
-9.85;124862631
-9.85;124862638
-9.78;124862645
-9.81;124862652
-9.78;124862659
-9.79;124862666
-9.78;124862673
-9.82;124862680
-9.9;124862687
-9.79;124862695
-9.82;124862702
-9.84;124862709
-9.85;124862716
-9.81;124862723
-9.78;124862730
-9.8;124862737
-9.75;124862745
-9.82;124862752
-9.84;124862759
-9.91;124862766
-9.85;124862773
-9.8;124862780
-9.8;124862787
-9.82;124862794
-9.81;124862801
-9.85;124862809
-9.83;124862816
-9.84;124862823
-9.79;124862830
-9.8;124862837
-9.87;124862844
-9.81;124862851
-9.85;124862858
-9.85;124862866
-9.84;124862873
-9.83;124862880
-9.82;124862887
-9.9;124862894
-9.84;124862901
-9.84;124862908
-9.79;124862915
-9.84;124862922
-9.78;124862929
-9.92;124862937
-9.84;124862944
-9.83;124862951
-9.8;124862958
-9.81;124862965
-9.84;124862972
-9.78;124862979
-9.79;124862986
-9.88;124862993
-9.83;124863001
-9.85;124863008
-9.79;124863015
-9.88;124863022
-9.87;124863029
-9.83;124863036
-9.8;124863043
-9.82;124863050
-9.82;124863057
-9.77;124863065
-9.8;124863072
-9.83;124863079
-9.82;124863086
-9.8;124863093
-9.82;124863100
-9.81;124863107
-9.8;124863114
-9.82;124863121
-9.78;124863129
-9.82;124863136
-9.84;124863143
-9.85;124863150
-9.86;124863157
-9.89;124863164
-9.78;124863171
-9.83;124863178
-9.79;124863185
-9.86;124863193
-9.83;124863200
-9.88;124863207
-9.74;124863214
-9.84;124863221
-9.84;124863228
-9.81;124863235
-9.81;124863242
-9.81;124863249
-9.79;124863257
-9.88;124863264
-9.79;124863271
-9.86;124863278
-9.84;124863285
-9.74;124863292
-9.73;124863299
-9.87;124863306
-9.93;124863313
-9.77;124863321
-9.89;124863328
-9.84;124863335
-9.78;124863342
-9.85;124863349
-9.88;124863356
-9.87;124863363
-9.82;124863370
-9.81;124863377
-9.73;124863384
-9.79;124863391
-9.79;124863399
-9.92;124863406
-9.71;124863413
-9.86;124863420
-9.9;124863427
-9.89;124863434
-9.84;124863441
-9.81;124863448
-9.73;124863455
-9.85;124863463
-9.81;124863470
-9.77;124863477
-9.85;124863484
-9.78;124863491
-9.73;124863498
-9.87;124863505
-9.87;124863512
-9.88;124863519
-9.76;124863527
-9.88;124863534
-9.82;124863541
-9.83;124863548
-9.82;124863555
-9.92;124863562
-9.86;124863569
-9.9;124863576
-9.91;124863584
-9.96;124863591
-9.85;124863598
-9.82;124863605
-9.82;124863612
-9.88;124863619
-9.82;124863626
-9.9;124863633
-9.85;124863640
-9.76;124863648
-9.86;124863655
-9.7;124863662
-9.8;124863669
-9.78;124863676
-9.78;124863683
-9.81;124863690
-9.84;124863697
-9.78;124863704
-9.76;124863712
-9.81;124863719
-9.77;124863726
-9.83;124863733
-9.88;124863740
-9.8;124863747
-9.87;124863754
-9.9;124863761
-9.82;124863768
-9.81;124863776
-9.81;124863783
-9.81;124863790
-9.86;124863797
-9.79;124863804
-9.87;124863811
-9.8;124863818
-9.92;124863825
-9.9;124863833
-9.84;124863840
-9.84;124863847
-9.77;124863854
-9.81;124863861
-9.89;124863868
-9.83;124863875
-9.9;124863882
-9.9;124863889
-9.83;124863897
-9.82;124863904
-9.86;124863911
-9.8;124863918
-9.89;124863925
-9.85;124863932
-9.79;124863939
-9.82;124863946
-9.79;124863953
-9.84;124863961
-9.81;124863968
-9.75;124863975
-9.76;124863982
-9.79;124863989
-9.78;124863996
-9.85;124864003
-9.82;124864010
-9.83;124864018
-9.72;124864025
-9.81;124864032
-9.88;124864039
-9.81;124864046
-9.81;124864053
-9.83;124864060
-9.86;124864067
-9.8;124864074
-9.9;124864081
-9.88;124864089
-9.88;124864096
-9.8;124864103
-9.81;124864110
-9.83;124864117
-9.73;124864124
-9.75;124864131
-9.82;124864138
-9.87;124864145
-9.79;124864153
-9.86;124864160
-9.76;124864167
-9.72;124864174
-9.75;124864181
-9.84;124864188
-9.77;124864195
-9.79;124864202
-9.78;124864209
-9.8;124864216
-9.84;124864224
-9.77;124864231
-9.82;124864238
-9.73;124864245
-9.88;124864252
-9.81;124864259
-9.85;124864266
-9.86;124864273
-9.76;124864281
-9.85;124864288
-9.79;124864295
-9.75;124864302
-9.78;124864309
-9.79;124864316
-9.85;124864323
-9.73;124864330
-9.86;124864337
-9.84;124864345
-9.78;124864352
-9.78;124864359
-9.73;124864366
-9.82;124864373
-9.72;124864380
-9.8;124864387
-9.82;124864394
-9.89;124864401
-9.91;124864409
-9.8;124864416
-9.8;124864423
-9.84;124864430
-9.88;124864437
-9.81;124864444
-9.93;124864451
-9.92;124864458
-9.78;124864465
-9.81;124864472
-9.86;124864480
-9.81;124864487
-9.94;124864494
-9.74;124864501
-9.79;124864508
-9.89;124864515
-9.9;124864522
-9.83;124864529
-9.82;124864536
-9.81;124864544
-9.83;124864551
-9.78;124864558
-9.95;124864565
-9.92;124864572
-9.82;124864579
-9.81;124864586
-9.91;124864593
-9.85;124864600
-9.79;124864608
-9.83;124864615
-9.84;124864622
-9.83;124864629
-9.84;124864636
-9.81;124864643
-9.85;124864650
-9.73;124864658
-9.89;124864665
-9.82;124864672
-9.81;124864679
-9.84;124864686
-9.82;124864693
-9.89;124864700
-9.78;124864707
-9.75;124864714
-9.83;124864722
-9.83;124864729
-9.85;124864736
-9.87;124864743
-9.88;124864750
-9.87;124864757
-9.77;124864764
-9.86;124864771
-9.85;124864778
-9.78;124864785
-9.82;124864793
-9.87;124864800
-9.82;124864807
-9.75;124864814
-9.81;124864821
-9.76;124864828
-9.91;124864835
-9.91;124864842
-9.83;124864849
-9.78;124864857
-9.78;124864864
-9.77;124864871
-9.83;124864878
-9.78;124864885
-9.78;124864892
-9.78;124864899
-9.84;124864906
-9.84;124864914
-9.8;124864921
-9.8;124864928
-9.8;124864935
-9.78;124864942
-9.82;124864949
-9.8;124864956
-9.86;124864963
-9.82;124864970
-9.77;124864978
-9.81;124864985
-9.78;124864992
-9.88;124864999
-9.82;124865006
-9.8;124865013
-9.78;124865020
-9.81;124865027
-9.8;124865034
-9.85;124865042
-9.82;124865049
-9.79;124865056
-9.84;124865063
-9.78;124865070
-9.82;124865077
-9.9;124865084
-9.77;124865091
-9.79;124865098
-9.84;124865105
-9.81;124865113
-9.91;124865120
-9.76;124865127
-9.76;124865134
-9.84;124865141
-9.89;124865148
-9.82;124865155
-9.9;124865162
-9.85;124865170
-9.88;124865177
-9.87;124865184
-9.8;124865191
-9.82;124865198
-9.81;124865205
-9.86;124865212
-9.86;124865219
-9.75;124865226
-9.74;124865233
-9.85;124865240
-9.88;124865248
-9.76;124865255
-9.82;124865262
-9.85;124865269
-9.67;124865276
-9.79;124865283
-9.9;124865290
-9.75;124865297
-9.81;124865305
-9.88;124865312
-9.79;124865319
-9.73;124865326
-9.73;124865333
-9.85;124865340
-9.85;124865347
-9.81;124865354
-9.78;124865361
-9.78;124865368
-9.78;124865376
-9.79;124865383
-9.83;124865390
-9.77;124865397
-9.84;124865404
-9.82;124865411
-9.81;124865418
-9.88;124865425
-9.83;124865433
-9.91;124865440
-9.87;124865447
-9.78;124865454
-9.85;124865461
-9.82;124865468
-9.86;124865475
-9.84;124865482
-9.84;124865490
-9.84;124865497
-9.76;124865504
-9.87;124865511
-9.87;124865518
-9.85;124865525
-9.72;124865532
-9.81;124865539
-9.77;124865546
-9.82;124865553
-9.88;124865561
-9.9;124865568
-9.85;124865575
-9.85;124865582
-9.93;124865589
-9.89;124865596
-9.92;124865603
-9.83;124865610
-9.86;124865618
-9.82;124865625
-9.81;124865632
-9.82;124865639
-9.83;124865646
-9.8;124865653
-9.94;124865660
-9.88;124865667
-9.83;124865674
-9.83;124865681
-9.79;124865689
-9.76;124865696
-9.74;124865703
-9.73;124865710
-9.84;124865717
-9.74;124865724
-9.9;124865731
-9.86;124865738
-9.85;124865745
-9.81;124865753
-9.87;124865760
-9.79;124865767
-9.83;124865774
-9.83;124865781
-9.88;124865788
-9.84;124865795
-9.93;124865802
-9.76;124865810
-9.84;124865817
-9.87;124865824
-9.75;124865831
-9.89;124865838
-9.87;124865845
-9.79;124865852
-9.9;124865859
-9.74;124865866
-9.73;124865874
-9.85;124865881
-9.79;124865888
-9.77;124865895
-9.88;124865902
-9.89;124865909
-9.84;124865916
-9.94;124865923
-9.87;124865930
-9.82;124865937
-9.73;124865945
-9.84;124865952
-9.79;124865959
-9.8;124865966
-9.81;124865973
-9.88;124865980
-9.84;124865987
-9.74;124865994
-9.82;124866001
-9.88;124866009
-9.76;124866016
-9.84;124866023
-9.79;124866030
-9.89;124866037
-9.83;124866044
-9.9;124866051
-9.89;124866059
-9.86;124866066
-9.79;124866073
-9.87;124866080
-9.85;124866087
-9.83;124866094
-9.78;124866101
-9.82;124866108
-9.81;124866115
-9.82;124866122
-9.8;124866130
-9.84;124866137
-9.82;124866144
-9.8;124866151
-9.81;124866158
-9.84;124866165
-9.86;124866172
-9.77;124866179
-9.79;124866189
-9.81;124866196
-9.8;124866203
-9.84;124866210
-9.82;124866218
-9.89;124866225
-9.81;124866232
-9.83;124866239
-9.83;124866246
-9.87;124866253
-9.85;124866260
-9.96;124866267
-9.83;124866274
-9.85;124866282
-9.87;124866289
-9.84;124866296
-9.76;124866303
-9.86;124866310
-9.78;124866317
-9.83;124866324
-9.78;124866332
-9.8;124866339
-9.86;124866346
-9.86;124866353
-9.84;124866360
-9.83;124866367
-9.74;124866374
-9.87;124866381
-9.75;124866389
-9.81;124866396
-9.76;124866403
-9.81;124866410
-9.87;124866417
-9.9;124866424
-9.85;124866431
-9.85;124866438
-9.83;124866445
-9.83;124866456
-9.87;124866463
-9.83;124866470
-9.84;124866477
-9.84;124866484
-9.86;124866491
-9.85;124866498
-9.88;124866505
-9.88;124866513
-9.86;124866520
-9.88;124866527
-9.84;124866534
-9.87;124866541
-9.8;124866548
-9.84;124866555
-9.84;124866562
-9.83;124866570
-9.8;124866577
-9.91;124866589
-9.81;124866596
-9.84;124866603
-9.87;124866610
-9.88;124866618
-9.79;124866625
-9.79;124866632
-9.89;124866639
-9.81;124866646
-9.86;124866653
-9.84;124866660
-9.87;124866667
-9.84;124866674
-9.79;124866682
-9.71;124866689
-9.96;124866696
-9.91;124866703
-9.84;124866710
-9.84;124866722
-9.84;124866730
-9.79;124866737
-9.84;124866744
-9.91;124866751
-9.91;124866758
-9.81;124866765
-9.82;124866772
-9.8;124866779
-9.8;124866786
-9.79;124866793
-9.87;124866801
-9.84;124866808
-9.79;124866815
-9.89;124866822
